"transaction_id","transactiondate","transaction_datetime","amount_gbp","fee_charged_gbp","transaction_status","is_flagged_fraud","device_type","fx_rate_used","failed_reason","transaction_type_id","type_name","channel","is_domestic","typical_fee_gbp","merchant_category_id","category_name","sector","risk_flag","customer_id","customer_name","age_band","region","customer_segment","kyc_verified","account_open_date","weekday","weekno","accage","amtbucket","accage_bucket","fx_rate_check","fee_charge_check"
790,"2026-03-28","3/28/2026 10:10","81.82","1.64","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",16,"Subscription Services","Services","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Saturday ","Week 4","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
791,"2026-04-17","4/17/2026 5:57","63.12","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",17,"Charity & Donations","Services","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Friday   ","Week 3","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
792,"2026-04-02","4/2/2026 6:07","3454.53","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",18,"Education","Services","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Thursday ","Week 1","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
793,"2026-01-06","1/6/2026 18:12","101.82","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",1,"Groceries","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Tuesday  ","Week 1","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
794,"2026-05-22","5/22/2026 15:15","746.97","2.20","Declined",False,NULL,"1.1200","Card Limit Exceeded",14,"Savings Pot Transfer","Mobile App",True,"0.00",2,"Dining & Restaurants","Leisure","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Friday   ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
795,"2026-02-22","2/22/2026 23:43","30.91","0.00","Pending",False,"Android",NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Sunday   ","Week 4","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
796,"2026-02-16","2/16/2026 17:36","9.38","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",4,"Entertainment","Leisure","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Monday   ","Week 3","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
797,"2026-05-01","5/1/2026 6:52","48.48","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",2,"Purchase","Web Browser",True,"0.00",5,"Utilities","Services","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Friday   ","Week 1","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
798,"2026-02-16","2/16/2026 10:08","1250.00","0.00","Declined",False,NULL,NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Monday   ","Week 3","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
799,"2026-02-22","2/22/2026 5:15","308.06","1.03","Pending",True,"Android",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",7,"Health & Pharmacy","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Sunday   ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
800,"2026-03-06","3/6/2026 9:01","15909.09","1.59","Reversed",True,"Web",NULL,"Fraud Suspected",5,"Transfer - International","Mobile App",False,"2.50",8,"Gambling","Leisure","High",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Friday   ","Week 1","6.75","Above 15000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
801,"2026-03-02","3/2/2026 14:46","35.45","0.00","Completed",False,"iOS",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",9,"Crypto Exchange","Financial","High",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Monday   ","Week 1","4.99","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
802,"2026-02-26","2/26/2026 13:00","3587.88","0.00","Declined",False,NULL,NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",10,"Fuel","Retail","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Thursday ","Week 4","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
803,"2026-03-12","3/12/2026 21:45","218.78","2.88","Pending",False,"Android","1.3600",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",11,"Clothing & Fashion","Retail","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Thursday ","Week 2","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
804,"2026-05-03","5/3/2026 7:43","72.12","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",12,"Electronics","Retail","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Sunday   ","Week 1","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
805,"2026-01-19","1/19/2026 12:33","20.87","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",13,"Salary / Income","Financial","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Monday   ","Week 3","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
806,"2026-02-08","2/8/2026 7:45","409.09","0.91","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",14,"Loan & Credit","Financial","Medium",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Sunday   ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
807,"2026-04-09","4/9/2026 12:10","14.08","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Thursday ","Week 2","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
808,"2026-04-21","4/21/2026 14:13","58.18","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",16,"Subscription Services","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Tuesday  ","Week 3","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
809,"2026-05-31","5/31/2026 17:06","500.00","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",17,"Charity & Donations","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Sunday   ","Week 5","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
811,"2026-05-09","5/9/2026 1:57","59.71","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",1,"Groceries","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Saturday ","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
812,"2026-01-07","1/7/2026 15:47","3272.72","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",2,"Dining & Restaurants","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Wednesday","Week 1","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
813,"2026-03-02","3/2/2026 0:58","134.55","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Monday   ","Week 1","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
814,"2026-01-14","1/14/2026 15:14","978.79","2.88","Declined",False,NULL,"1.4600","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",4,"Entertainment","Leisure","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Wednesday","Week 2","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
815,"2026-02-05","2/5/2026 15:36","28.85","0.00","Pending",False,"Android",NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",5,"Utilities","Services","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Thursday ","Week 1","3.93","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
816,"2026-03-24","3/24/2026 14:13","8.78","0.00","Reversed",False,"Web",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",6,"Online Retail","Retail","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Tuesday  ","Week 4","4.64","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
817,"2026-05-19","5/19/2026 7:49","45.45","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",7,"ATM Withdrawal","ATM Network",True,"0.00",7,"Health & Pharmacy","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Tuesday  ","Week 3","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
818,"2026-02-10","2/10/2026 2:20","1174.24","0.00","Declined",False,NULL,NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",8,"Gambling","Leisure","High",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Tuesday  ","Week 2","6.27","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
819,"2026-04-22","4/22/2026 20:15","289.94","0.97","Pending",True,"Android",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Wednesday","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
820,"2026-02-08","2/8/2026 8:44","15000.00","1.50","Reversed",True,"Web",NULL,"Fraud Suspected",10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Sunday   ","Week 2","6.75","Above 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
821,"2026-05-26","5/26/2026 15:00","33.48","0.00","Completed",False,"iOS",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",11,"Clothing & Fashion","Retail","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Tuesday  ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
822,"2026-02-24","2/24/2026 15:00","3393.94","0.00","Declined",False,NULL,NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Tuesday  ","Week 4","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
823,"2026-03-14","3/14/2026 17:51","207.26","2.73","Pending",False,"Android","1.2900",NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Saturday ","Week 2","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
824,"2026-01-13","1/13/2026 20:26","95.30","0.00","Reversed",False,"Web",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",14,"Loan & Credit","Financial","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Tuesday  ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
825,"2026-04-08","4/8/2026 9:52","27.35","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",15,"Loan Repayment","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Wednesday","Week 2","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
826,"2026-05-25","5/25/2026 5:10","381.82","0.85","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",16,"Subscription Services","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Monday   ","Week 4","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
827,"2026-02-15","2/15/2026 6:55","13.17","0.00","Pending",False,"Android",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",17,"Charity & Donations","Services","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Sunday   ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
829,"2026-03-28","3/28/2026 10:40","469.70","0.00","Completed",False,"iOS",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",1,"Groceries","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Saturday ","Week 4","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
830,"2026-01-19","1/19/2026 22:12","72.73","1.45","Declined",True,NULL,NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",2,"Dining & Restaurants","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Monday   ","Week 3","7.52","Below 5000","Long-Term Customer (7+ Years)","FX Rate Not Applied","Below Typical"
831,"2026-04-09","4/9/2026 15:43","56.30","0.00","Pending",False,"Android",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",3,"Travel & Transport","Services","Medium",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Thursday ","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
832,"2026-04-28","4/28/2026 12:53","3090.90","0.00","Reversed",False,"Web",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",4,"Entertainment","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Tuesday  ","Week 4","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
833,"2026-02-27","2/27/2026 21:10","127.27","0.00","Completed",False,"iOS",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",5,"Utilities","Services","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Friday   ","Week 4","2.31","Below 5000","New Customer (<3 Years)","FX Rate Not Applied","Below Typical"
834,"2026-02-21","2/21/2026 15:50","927.27","2.73","Declined",False,NULL,"1.3900","Card Limit Exceeded",9,"Direct Debit","Automated",True,"0.00",6,"Online Retail","Retail","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Saturday ","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
835,"2026-04-24","4/24/2026 2:23","38.12","0.00","Pending",False,"Android",NULL,NULL,10,"Standing Order","Automated",True,"0.00",7,"Health & Pharmacy","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Friday   ","Week 4","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
836,"2026-05-13","5/13/2026 23:39","11.50","0.00","Reversed",False,"Web",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Wednesday","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
837,"2026-04-29","4/29/2026 20:49","42.42","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",12,"Card Refund","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Wednesday","Week 5","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
838,"2026-02-20","2/20/2026 7:09","1098.48","0.00","Declined",False,NULL,NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",10,"Fuel","Retail","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Friday   ","Week 3","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
839,"2026-03-24","3/24/2026 19:09","271.82","0.91","Pending",True,"Android",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",11,"Clothing & Fashion","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Tuesday  ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
840,"2026-02-07","2/7/2026 15:08","14090.91","1.41","Reversed",True,"Web",NULL,"Fraud Suspected",15,"Loan Repayment","Automated",True,"0.00",12,"Electronics","Retail","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Saturday ","Week 1","6.75","10000 - 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
841,"2026-02-21","2/21/2026 16:19","31.52","0.00","Completed",False,"iOS",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",13,"Salary / Income","Financial","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Saturday ","Week 3","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
842,"2026-04-08","4/8/2026 2:16","3200.00","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Wednesday","Week 2","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
843,"2026-03-25","3/25/2026 21:51","195.75","2.58","Pending",False,"Android","1.2200",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Wednesday","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
844,"2026-02-26","2/26/2026 16:26","90.15","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",16,"Subscription Services","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 4","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
845,"2026-03-13","3/13/2026 15:19","25.91","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",17,"Charity & Donations","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Friday   ","Week 2","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
846,"2026-01-16","1/16/2026 7:38","504.55","1.12","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",18,"Education","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Friday   ","Week 3","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
847,"2026-01-20","1/20/2026 22:25","17.26","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Tuesday  ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
848,"2026-01-27","1/27/2026 23:55","50.91","0.00","Reversed",False,"Web",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",2,"Dining & Restaurants","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Tuesday  ","Week 4","6.17","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
849,"2026-05-30","5/30/2026 14:28","439.39","0.00","Completed",False,"iOS",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Saturday ","Week 5","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
850,"2026-02-06","2/6/2026 23:52","68.18","1.36","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",4,"Entertainment","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 1","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
851,"2026-04-09","4/9/2026 23:31","52.89","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",5,"Utilities","Services","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Thursday ","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
852,"2026-05-22","5/22/2026 16:50","2909.08","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Friday   ","Week 4","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
853,"2026-03-04","3/4/2026 8:30","120.00","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",7,"Health & Pharmacy","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Wednesday","Week 1","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
854,"2026-05-20","5/20/2026 8:48","875.76","2.58","Declined",False,NULL,"1.3100","Card Limit Exceeded",14,"Savings Pot Transfer","Mobile App",True,"0.00",8,"Gambling","Leisure","High",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Wednesday","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
855,"2026-03-07","3/7/2026 21:14","36.06","0.00","Pending",False,"Android",NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Saturday ","Week 1","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
856,"2026-04-06","4/6/2026 11:02","10.90","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",10,"Fuel","Retail","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Monday   ","Week 1","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
857,"2026-01-13","1/13/2026 14:02","56.06","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",2,"Purchase","Web Browser",True,"0.00",11,"Clothing & Fashion","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Tuesday  ","Week 2","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
858,"2026-03-13","3/13/2026 16:53","1439.39","0.00","Declined",False,NULL,NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Friday   ","Week 2","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
859,"2026-02-16","2/16/2026 0:47","253.70","0.85","Pending",True,"Android",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",13,"Salary / Income","Financial","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Monday   ","Week 3","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
860,"2026-03-06","3/6/2026 8:09","13181.82","1.32","Reversed",True,"Web",NULL,"Fraud Suspected",5,"Transfer - International","Mobile App",False,"2.50",14,"Loan & Credit","Financial","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Friday   ","Week 1","6.75","10000 - 15000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
861,"2026-02-05","2/5/2026 2:09","29.55","0.00","Completed",False,"iOS",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",15,"Peer-to-Peer Transfer","Financial","Medium",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Thursday ","Week 1","4.99","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
862,"2026-01-10","1/10/2026 18:18","3006.06","0.00","Declined",False,NULL,NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",16,"Subscription Services","Services","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Saturday ","Week 2","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
863,"2026-04-14","4/14/2026 9:54","184.23","2.42","Pending",False,"Android","1.1500",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",17,"Charity & Donations","Services","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Tuesday  ","Week 2","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
864,"2026-02-16","2/16/2026 18:21","85.00","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",18,"Education","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Monday   ","Week 3","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
865,"2026-01-02","1/2/2026 1:36","24.47","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",1,"Groceries","Retail","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Friday   ","Week 1","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
866,"2026-05-14","5/14/2026 22:02","477.27","1.06","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",2,"Dining & Restaurants","Leisure","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Thursday ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
867,"2026-01-14","1/14/2026 17:41","16.35","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Wednesday","Week 2","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
868,"2026-05-12","5/12/2026 21:44","67.27","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",4,"Entertainment","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Tuesday  ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
869,"2026-04-13","4/13/2026 23:19","575.76","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",5,"Utilities","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Monday   ","Week 2","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
870,"2026-02-08","2/8/2026 14:20","63.64","1.27","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",6,"Online Retail","Retail","Medium",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Sunday   ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
